Transfer_id,account_id,service,amount,Date
GXGSGBPI,GB79WOZQ35199365574687,Entertainment,680,2022-01-7
ZPGKGBCV,GB46LFOQ12602693112287,Entertainment,730,2022-01-13
IURDGBII,GB13VXDK02214815648754,Shopping,680,2022-01-15
SAJIGBN0,GB44PHYD54611823479941,Transport,770,2022-01-1
PLEHGBCA,GB77ZCFT67467029649024,Food,740,2022-01-22
NJTJGBS5,GB25CKXP52892968652195,Transport,400,2022-01-4
ZVRGGBI6,GB62SPAH93209086099814,Transport,130,2022-01-3
VORNGBZ1,GB45GTMO07288821294985,Supermarket,300,2022-01-29
FGSTGB92,GB94WRCD24801117862676,Supermarket,880,2022-01-20
YNWAGB16,GB50UZUX67892087145476,Food,380,2022-01-17
UYAAGB4I,GB61GSQH05301441816211,Food,630,2022-01-12
XKXKGBP5,GB26MZLC31483084255324,Transport,810,2022-01-27
CFCVGB7T,GB49XHEN07434051937541,Supermarket,170,2022-01-17
FPGXGBLY,GB04BSCC77775833880585,Entertainment,840,2022-01-1
CHGRGBIO,GB12LSNE10198466749228,Entertainment,420,2022-01-1
JWKIGBRA,GB60TUUV69433177164913,Entertainment,250,2022-01-4
FSOJGBAG,GB49WFQW02692375290450,Transport,260,2022-01-16
WJFRGB4L,GB67UDDQ63707360994385,Shopping,510,2022-01-28
EAADGBS7,GB70YSBZ66722543872775,Food,210,2022-01-19
TOTLGBQ3,GB36ORXK76311195147473,Food,650,2022-01-17
CWFQGBTG,GB81WYKE79021987774136,Food,660,2022-01-8
PNFUGBTA,GB60ZYLM18192086444717,Transport,340,2022-01-21
CWFWGBTQ,GB96GYOJ94829538850669,Supermarket,340,2022-01-4
NBKEGB5L,GB39JBVP10971286127858,Entertainment,500,2022-01-4
HVWWGB41,GB12TMJX05731633135017,Supermarket,210,2022-01-15
ELFVGBND,GB10HGWI07953093434190,Transport,490,2022-01-12
BWKBGBRX,GB42GHJH83549884975160,Entertainment,860,2022-01-14
CTYGGBUL,GB26EOCD17839974197320,Entertainment,820,2022-01-20
OVTAGB3E,GB07KQKM34998806884702,Shopping,990,2022-01-3
DWJWGBDH,GB83KIIA00977209855906,Entertainment,720,2022-01-8
MYLBGBYG,GB41EUZY13315577262191,Transport,990,2022-01-15
QIIIGB1R,GB84CRVV55377641553703,Entertainment,560,2022-01-26
CVUQGBLD,GB58TXZG93558882336719,Entertainment,540,2022-01-14
ZDVYGBUI,GB92ORHE60723300741280,Shopping,120,2022-01-23
CNWVGBOD,GB06UEGN13999904168733,Entertainment,530,2022-01-28
HUFTGB05,GB44MMGW24395200722284,Food,220,2022-01-26
ONGOGBDK,GB39MQDW06987659489502,Entertainment,490,2022-01-22
GXBKGBY3,GB06ETTA45018687486683,Transport,420,2022-01-19
XQVHGBN2,GB27LEZS28612696706192,Shopping,850,2022-01-2
FZNJGB28,GB62FAUX58334386392923,Food,280,2022-01-5
UNSWGBWL,GB93HCBM95750222363418,Transport,600,2022-01-9
MEQDGBX6,GB79ZVTT21606033006120,Shopping,910,2022-01-3
UJPYGB9V,GB04BUPJ09434279755728,Transport,540,2022-01-24
KCJAGBHN,GB45GTMO07288821294985,Shopping,290,2022-01-19
CMNIGBH6,GB19UHQS54145456932474,Supermarket,710,2022-01-26
WNZVGBGH,GB85LILB99368997376484,Shopping,860,2022-01-19
CBYCGBXP,GB64UKCA61606747463526,Entertainment,180,2022-01-8
GSUQGBJ8,GB26QXPD65897257187611,Transport,360,2022-01-11
IKYGGBPP,GB18HBMB88327123761239,Transport,290,2022-01-2
SSDWGBCG,GB31IXGR15860825435333,Entertainment,820,2022-01-17
JQKYGBO7,GB35IZMT79544583085321,Shopping,860,2022-01-29
GRCHGBP3,GB95XZCL97413002017780,Transport,440,2022-01-11
PLCJGBBM,GB16EQHZ80851931868957,Supermarket,260,2022-01-23
PXOFGBV1,GB39JBVP10971286127858,Shopping,290,2022-01-5
DPNEGBIH,GB20GCEK03391101465405,Food,310,2022-01-8
QRWXGBJ1,GB82DNVC98772443782930,Shopping,910,2022-01-4
KUBUGB1J,GB51GFJT74650602376800,Transport,400,2022-01-6
IJBGGBDD,GB58CIYH39587950462081,Transport,420,2022-01-20
LSGVGBBH,GB04VVTY52569744568068,Food,150,2022-01-9
PODGGBUI,GB29IDVD53357494050305,Food,980,2022-01-14
BVWJGBFO,GB26MZLC31483084255324,Entertainment,480,2022-01-11
QMSZGB9F,GB79ZVTT21606033006120,Shopping,470,2022-01-28
DBSCGBV9,GB59NJBA45955506031173,Entertainment,370,2022-01-23
UOGGGB4Z,GB87MMMW81754905855827,Supermarket,130,2022-01-5
ESZEGBPT,GB88ZUKL23094533188929,Transport,930,2022-01-21
WOBRGB1R,GB79RNSZ10131206700226,Transport,990,2022-01-5
ZIXKGBHR,GB04IXGF43711666166994,Entertainment,380,2022-01-6
FMLIGBFX,GB03SXMA68993029058173,Shopping,120,2022-01-17
TZNWGBM1,GB96GWAU88445987592890,Food,780,2022-01-11
WRKIGBY4,GB40WUAL93821611848814,Shopping,130,2022-01-29
HIQPGBU5,GB17ECHM36623671567164,Food,150,2022-01-23
GMVNGBSY,GB18VQON78804369318080,Food,130,2022-01-14
PBDWGBKG,GB94CFEY93303459373321,Transport,530,2022-01-7
UZYCGB7Q,GB61BIFJ68872659458725,Food,550,2022-01-4
SEUDGBDH,GB05BOPJ44887822571947,Supermarket,750,2022-01-14
TZEHGBR0,GB97JCCA58963261805954,Food,480,2022-01-19
BNOWGB06,GB34BBLT34771324833563,Food,310,2022-01-10
RJBXGBHA,GB35JYOE43232459320499,Transport,720,2022-01-1
AIFHGBW9,GB73XDQM16342904094055,Transport,780,2022-01-15
FVOFGBNA,GB07CEDY63021407487052,Food,620,2022-01-19
GGYDGBVV,GB87OPJE61934099175766,Shopping,600,2022-01-17
OZXLGBU4,GB72AFRE40510517801559,Food,770,2022-01-3
KBDLGBAO,GB15ENBS81634170979146,Food,400,2022-01-18
ARRFGBH5,GB43FXGI33734494558520,Transport,780,2022-01-7
YVZBGB2K,GB33NNEM96703004176329,Shopping,520,2022-01-2
IRXBGBXD,GB71KOYB24095962325523,Shopping,470,2022-01-12
RGKZGB7P,GB51FXNE34073917204728,Supermarket,520,2022-01-26
FUEKGBX8,GB46KTYJ13175216623309,Supermarket,550,2022-01-13
EBQBGBG6,GB13DQOU80785433457320,Food,420,2022-01-29
RBUFGBJ1,GB17PAYJ08372198497848,Shopping,350,2022-01-9
MRIOGBBL,GB46PUXY96765483066806,Food,950,2022-01-9
LYJAGB4T,GB11DHLC13418840086418,Food,250,2022-01-14
DQWQGB2R,GB14HQVA86482235816558,Shopping,380,2022-01-10
WHMTGB1X,GB24XQVG81209370255172,Food,380,2022-01-25
HKPMGBZT,GB49YJBR75643580981054,Supermarket,870,2022-01-26
OHKIGBAL,GB28UXYK58029298810980,Shopping,100,2022-01-9
ELCFGB8P,GB48HQAD64614486870653,Food,150,2022-01-11
QIVWGBX1,GB81WYKE79021987774136,Entertainment,850,2022-01-7
SQEEGBFN,GB49UORP89566583223215,Shopping,480,2022-01-7
SJHRGBWE,GB75BYTR72609436741732,Shopping,870,2022-01-29
HFRYGBV8,GB10XTQN02411578955729,Transport,980,2022-01-3
TGAYGBQ8,GB62WMJR11714956100553,Shopping,520,2022-01-30
BVVMGBWY,GB38STOJ61593897166249,Food,180,2022-01-23
JEJWGBG1,GB42IYIA08303798755570,Supermarket,540,2022-01-22
OUKIGBB4,GB65CTFI09601954239917,Shopping,800,2022-01-26
IAQBGBEW,GB84QLZR92573888186371,Transport,280,2022-01-11
ERLAGBIT,GB63WKJZ06414114588112,Food,910,2022-01-14
XKIPGB8A,GB02MIIQ51383276977743,Transport,760,2022-01-3
LFLZGB74,GB48FLVG71524266535635,Entertainment,350,2022-01-5
RVOBGBRM,GB16CUJW11873986678812,Shopping,930,2022-01-1
OTJIGBR9,GB61BIFJ68872659458725,Shopping,530,2022-01-1
WVSUGBAI,GB17PHGN76555128914481,Food,800,2022-01-6
TEQNGBS3,GB24LLRH28395662726541,Supermarket,670,2022-01-4
SCGPGBK3,GB53PBOC81191519643550,Entertainment,280,2022-01-6
ZHEQGBS5,GB18VQON78804369318080,Transport,950,2022-01-16
XKTLGBIG,GB87WKUU04565680548711,Supermarket,820,2022-01-24
SNBTGBOS,GB73TYBV25616420200896,Supermarket,610,2022-01-26
OTHGGBO0,GB39PMEX21549206057087,Transport,950,2022-01-26
KFALGBE5,GB72PNVQ28933774150945,Shopping,820,2022-01-28
ZHKYGBZ5,GB08ZSOK58958512839375,Entertainment,630,2022-01-9
RYMMGBBX,GB24PFZW94699323401491,Transport,780,2022-01-28
VZDTGBKV,GB40AOHJ82098668569930,Shopping,850,2022-01-29
AZJWGB1Z,GB93HCBM95750222363418,Shopping,790,2022-01-30
DIKYGB1N,GB91IWEH50722111224416,Supermarket,830,2022-01-3
YRDQGBQZ,GB25CKXP52892968652195,Food,950,2022-01-26
WSHGGB8U,GB73TYBV25616420200896,Transport,850,2022-01-8
WOJQGBER,GB83IQME16104246139840,Shopping,130,2022-01-24
EJAQGBXH,GB63DSUE35762162466000,Food,490,2022-01-30
NQVZGBGK,GB35KDZD65277048286192,Supermarket,980,2022-01-14
XYNEGBYN,GB84KYEH04818860492673,Supermarket,620,2022-01-2
TPAXGBX3,GB40CDFU76505234279424,Supermarket,770,2022-01-29
PCYRGB5V,GB82NSXD57978202257876,Transport,620,2022-01-21
OSWYGBNL,GB06ZOAL02376369974313,Supermarket,150,2022-01-29
LIMDGB96,GB04JZPN28004428543168,Food,770,2022-01-15
MTARGBX8,GB10PTHU82536178959438,Transport,730,2022-01-19
VCSWGB1Q,GB95NNXD00807768344201,Food,710,2022-01-24
DQXCGBCN,GB66HPWO72401465775291,Supermarket,170,2022-01-9
TGWDGBFI,GB10OGNR57375590334285,Entertainment,670,2022-01-25
RLSNGB42,GB60XOKN21237007428658,Food,280,2022-01-5
GILZGB8V,GB87KGRP15311232640028,Supermarket,670,2022-01-22
MKZYGBAI,GB67KBEP31293786016751,Transport,790,2022-01-23
FWSPGBV6,GB18IAWT22029674929635,Food,170,2022-01-4
VFIAGBRT,GB55UIQX83858489560248,Food,280,2022-01-29
BQJHGBEO,GB22PGLD88083274402115,Transport,600,2022-01-2
QDJRGB75,GB11RSBH98590257754089,Shopping,280,2022-01-9
NRNPGBYD,GB21TXMZ09603991850526,Supermarket,180,2022-01-16
AQRSGBST,GB54MJSI72565501227270,Shopping,280,2022-01-3
STFTGBNF,GB27WYSL83482859381680,Food,130,2022-01-23
PWYHGBYZ,GB32ZEPT82837560218237,Supermarket,430,2022-01-8
UXAYGBQQ,GB15TSQO63000172124932,Transport,580,2022-01-30
CNQGGB0X,GB54RKYJ30811359240839,Supermarket,850,2022-01-16
WIXLGBRL,GB25EOWC06386343309165,Food,640,2022-01-5
ZHCNGBT4,GB25NORA39351801886440,Supermarket,400,2022-01-23
SGOAGBFF,GB21BDOF57865193667399,Supermarket,530,2022-01-15
TBMFGBLW,GB46INYH23805834293519,Food,330,2022-01-12
QITBGBV1,GB13LIVN92568798582445,Supermarket,220,2022-01-16
TWPGGBE6,GB58IUVG42961938729475,Transport,690,2022-01-12
KEJPGBDZ,GB44MXII66802188204625,Transport,610,2022-01-15
HFNWGBRY,GB77ZCFT67467029649024,Entertainment,580,2022-01-2
ZPNQGBOM,GB14HQVA86482235816558,Food,790,2022-01-20
AMLQGB34,GB28JLDC04794341674967,Transport,170,2022-01-7
OZTLGB6M,GB17FXHQ46648981554708,Supermarket,370,2022-01-16
LJZOGBCF,GB05TMSG78432876688632,Food,360,2022-01-21
GRXMGBKW,GB98XNCP24691003197829,Food,740,2022-01-10
ZERKGBE5,GB68UDPZ26095485615893,Food,330,2022-01-8
AMYHGB31,GB49YJBR75643580981054,Supermarket,380,2022-01-29
ZOSQGB2Q,GB44MMGW24395200722284,Entertainment,900,2022-01-11
FECBGB7Z,GB06VQQB22191175704648,Food,100,2022-01-14
SBTQGBDU,GB52UPDP96919931843847,Entertainment,540,2022-01-22
YMKWGB27,GB52ZDIX12914015168310,Shopping,420,2022-01-2
IOEZGBDW,GB92DJRZ20157376401160,Supermarket,150,2022-01-1
XUYUGBIW,GB68GRDG52910632964487,Food,530,2022-01-5
CHZTGBEG,GB05BVOQ54772819665977,Transport,820,2022-01-8
HRUJGBPD,GB35GNAV15892637183880,Transport,460,2022-01-6
EWQMGBPV,GB13EWFA43234924681192,Shopping,320,2022-01-4
RQSYGBJO,GB81OAXU06713768405053,Supermarket,800,2022-01-11
KRCZGBZ0,GB05BOPJ44887822571947,Entertainment,300,2022-01-19
YVIQGBYM,GB06VQQB22191175704648,Entertainment,340,2022-01-25
QRHQGB7H,GB45VZRP73535692421354,Entertainment,870,2022-01-16
YXAEGBCE,GB47KNSZ40306289585310,Supermarket,630,2022-01-4
JHISGBTW,GB60XOKN21237007428658,Shopping,290,2022-01-5
YBXSGB8D,GB37FVLS56342955935900,Transport,430,2022-01-30
NZELGB3N,GB55CTFP19926586415525,Shopping,970,2022-01-24
PQCVGBWR,GB42GHJH83549884975160,Supermarket,760,2022-01-25
TCVZGB8N,GB36ZOHF11303554612958,Food,380,2022-01-7
ZKMDGBDJ,GB46YGKV79921929299214,Transport,130,2022-01-20
VMTVGB0D,GB22GUMQ72664176123052,Transport,870,2022-01-24
PWPCGBKV,GB78QTBD19426145714704,Entertainment,360,2022-01-20
HBCVGB00,GB09WXHW24802092883075,Supermarket,380,2022-01-12
QHXMGB1U,GB69IDHL21700347221155,Transport,710,2022-01-30
QMDOGBOJ,GB92DJRZ20157376401160,Food,450,2022-01-16
TEWAGBWN,GB47UUCF16205475272408,Food,440,2022-01-30
NHAAGBI0,GB27JZBG63558328549387,Transport,570,2022-01-11
CYUPGBBP,GB46LRHC48336559807010,Food,830,2022-01-1
RSLWGBW8,GB68BRRT46030897871900,Supermarket,680,2022-01-20
HHKGGBNF,GB81WYKE79021987774136,Entertainment,720,2022-01-9
EEAMGBGJ,GB57PJSL01530863169230,Entertainment,670,2022-01-5
QRWVGBZP,GB74ZTIA82226315685647,Shopping,980,2022-01-20
ZQBWGBBE,GB48DJED24856080363215,Entertainment,360,2022-01-29
YURWGBK4,GB80UCEY62038768309850,Shopping,820,2022-01-4
KIRBGB17,GB64BLJD44029249027501,Food,520,2022-01-14
UWGVGBPK,GB58TXZG93558882336719,Entertainment,120,2022-01-20
EQUGGBGJ,GB60SVSU45406141106666,Entertainment,780,2022-01-16
QEHOGB6V,GB77RHRN88905578554825,Entertainment,790,2022-01-1
RQDVGBDS,GB26QZMG77489220315512,Shopping,540,2022-01-27
AHZEGBAY,GB47YHYR29398504198288,Food,340,2022-01-24
PZCZGBYM,GB09BOCP18571700938162,Entertainment,580,2022-01-8
SBZIGBZW,GB26QZMG77489220315512,Supermarket,220,2022-01-1
DLTTGB90,GB78NKMM15727092698687,Entertainment,840,2022-01-29
LOHRGBS5,GB44MXII66802188204625,Shopping,110,2022-01-24
IFGSGB2A,GB30NEVF60856809227994,Transport,310,2022-01-8
OVOQGBKH,GB84AZUS86784958843691,Transport,380,2022-01-29
HQBQGB8L,GB78AACP94113611154880,Shopping,430,2022-01-17
XXJOGBO8,GB29EPVK60382429738413,Food,710,2022-01-7
QFRKGBCB,GB24SAFD86819814634862,Shopping,660,2022-01-18
IPXVGB0T,GB24VHUD92426505443714,Shopping,210,2022-01-19
ROIXGBSI,GB68BRRT46030897871900,Food,820,2022-01-3
IRWGGBCO,GB68GRDG52910632964487,Food,980,2022-01-7
GRBVGBDX,GB88FNTN10835120297429,Shopping,270,2022-01-4
GHJWGBPC,GB71GOQD50667747708186,Entertainment,500,2022-01-3
JCELGB2E,GB43NMZI71650059062352,Food,820,2022-01-24
PENLGBK1,GB42AXQI76370119398893,Transport,820,2022-01-10
RXXLGB0L,GB90JLHC40816436052249,Supermarket,300,2022-01-23
GBHOGB1Z,GB42AXQI76370119398893,Food,610,2022-01-1
WOFFGB96,GB70UMWW07521542045741,Entertainment,250,2022-01-14
WCANGBH0,GB43XVNZ38812643450766,Supermarket,900,2022-01-22
VQOEGB6I,GB26VXRV03341067529328,Food,310,2022-01-25
TDSPGBAN,GB50VZTR95474883917177,Entertainment,120,2022-01-30
DDAWGBKD,GB14HQVA86482235816558,Food,660,2022-01-12
TRLFGBC6,GB82DNVC98772443782930,Entertainment,270,2022-01-18
JPLUGB4U,GB17DDDJ26555216474303,Food,750,2022-01-3
RXBWGBT9,GB75VQOT41542913019478,Supermarket,100,2022-01-25
FXMSGBRX,GB03UHJB69311179994352,Entertainment,400,2022-01-21
VSUGGB13,GB26LCMD12597544089984,Entertainment,320,2022-01-25
GIFIGBO1,GB72AFRE40510517801559,Transport,800,2022-01-9
OFYUGBN8,GB83ITUE66476905946932,Supermarket,150,2022-01-3
NHFXGBB0,GB24EXYU74962853982918,Transport,500,2022-01-15
MGKQGBVF,GB11YYCO64646325142963,Entertainment,690,2022-01-9
GNXVGBVU,GB97KZJB38915561294255,Entertainment,350,2022-01-25
GHVQGBAH,GB05QZKS69917963825820,Transport,980,2022-01-3
QCRMGB2V,GB91AIMU17039167711402,Food,530,2022-01-1
PHHMGBR1,GB72YVLC24038420176091,Supermarket,430,2022-01-4
XOQOGB1P,GB73GIDZ86211033276094,Entertainment,470,2022-01-29
BEVGGBEF,GB44MXII66802188204625,Entertainment,490,2022-01-8
HJFWGBV5,GB95ZBWW91307516177820,Supermarket,980,2022-01-21
PTKMGBLP,GB07EAZE86744248531964,Food,600,2022-01-16
KTCMGBR2,GB09HTHW11821470125290,Food,530,2022-01-27
PVWLGBVC,GB55ZKBT65244976848349,Shopping,260,2022-01-17
ZCKGGB2W,GB76FYFI88788935407449,Transport,480,2022-01-24
OTNGGB9L,GB09HTHW11821470125290,Food,210,2022-01-15
IDYWGBLC,GB73ONIJ57682637958845,Transport,260,2022-01-29
WBIDGBW1,GB68YLYX43599762823809,Food,830,2022-01-24
TEPMGBEZ,GB27PIMY55067872465872,Transport,360,2022-01-3
UWCAGBJK,GB71BJZS74099095632294,Food,860,2022-01-17
XEEDGBHK,GB55NSFD59123988372762,Supermarket,350,2022-01-10
OQEQGBFZ,GB94JYSM28033121301651,Supermarket,400,2022-01-29
UGUDGBF0,GB59JTIC06440138237523,Transport,560,2022-01-27
NTQVGBQK,GB69VCYN33631985172906,Entertainment,420,2022-01-3
OOPLGBV6,GB68GRDG52910632964487,Entertainment,690,2022-01-23
CALQGBE7,GB81DOYM78308541561921,Transport,350,2022-01-4
HOJAGBZX,GB24MTDY90574711752559,Shopping,700,2022-01-4
MUSWGBHF,GB76FYFI88788935407449,Transport,730,2022-01-8
FTTQGBW6,GB62FAUX58334386392923,Transport,160,2022-01-11
BZEAGBP2,GB93HCBM95750222363418,Shopping,790,2022-01-4
MNGZGBOG,GB22GUMQ72664176123052,Entertainment,880,2022-01-11
VIZDGBVK,GB10YTDP38960595654034,Supermarket,350,2022-01-12
HRMQGBD6,GB37EFLC12659621553692,Transport,970,2022-01-26
GFVYGBDY,GB76UXEU86077956891587,Supermarket,850,2022-01-8
JYDPGBXZ,GB76AOXA27293342364460,Entertainment,720,2022-01-14
SYTIGBFS,GB62SPAH93209086099814,Food,380,2022-01-30
DBPUGB6Z,GB16EQHZ80851931868957,Shopping,180,2022-01-4
RIPLGB2E,GB15YVDD81035696395407,Entertainment,570,2022-01-23
RNROGBG4,GB44UBJU89138459464432,Food,360,2022-01-28
ZFXYGBMA,GB26ESEB92235764656872,Transport,290,2022-01-3
PPZXGBZC,GB42RCVA09626024226320,Transport,250,2022-01-3
HRGFGBE0,GB98AEGC27605374725261,Supermarket,700,2022-01-29
LAMOGBT3,GB69ZCVI22762267991416,Shopping,370,2022-01-17
GZCCGBH8,GB27JZBG63558328549387,Entertainment,270,2022-01-30
ZMFOGB7F,GB70HXOR17265872323380,Transport,920,2022-01-16
NNHQGB03,GB78SVZM48993775302003,Entertainment,600,2022-01-26
TWURGBJ6,GB47UOKX85171264415642,Entertainment,120,2022-01-7
CSGCGBCT,GB30CEHJ18185935869825,Shopping,250,2022-01-29
ZTJYGBZO,GB69IWNL33287025405837,Transport,290,2022-01-26
IDROGB9B,GB30NEVF60856809227994,Supermarket,810,2022-01-6
BCNUGBNY,GB63NZKB23255199919735,Transport,630,2022-01-9
VXMOGB5Z,GB64XLOO11315904743524,Entertainment,120,2022-01-7
WVIMGB80,GB33WASS03182503896708,Supermarket,620,2022-01-21
UBZBGBOS,GB97KZJB38915561294255,Shopping,760,2022-01-12
HAXMGBHC,GB09FIZV73370033875818,Supermarket,960,2022-01-29
UICAGBEJ,GB47IIVX12265198740258,Entertainment,380,2022-01-17
DMRIGBVF,GB39ANQA82023413732748,Food,810,2022-01-3
AHLLGB0F,GB15XLJD27657348666112,Supermarket,720,2022-01-14
TJRLGBHZ,GB35YNTP58634747138216,Food,260,2022-01-5
UFVLGB13,GB26ESEB92235764656872,Shopping,560,2022-01-26
TMPKGBJI,GB46PUXY96765483066806,Transport,370,2022-01-29
PQHAGB6Y,GB34FXMG42939326193334,Entertainment,250,2022-01-1
LIBOGB9B,GB09BMWS66922802335428,Entertainment,210,2022-01-26
VTOEGB1X,GB18IAWT22029674929635,Supermarket,260,2022-01-27
NLOZGB5V,GB06KYIF38317343350665,Transport,570,2022-01-2
UQOLGBSU,GB52LJXO40791266177930,Shopping,450,2022-01-23
FZTXGBM1,GB89SXOW27125600015996,Supermarket,100,2022-01-27
YEXXGB9K,GB27OADG28151531029379,Supermarket,620,2022-01-4
ZZTHGBBM,GB26JGID15398305739023,Shopping,850,2022-01-22
SEBRGBK8,GB24TXGQ71041669639052,Shopping,530,2022-01-15
ICMUGBMU,GB49OQFL02461562240387,Food,640,2022-01-1
APMUGBF2,GB94CFEY93303459373321,Transport,390,2022-01-23
HBGDGB4Z,GB17PHGN76555128914481,Entertainment,430,2022-01-9
TKYOGB17,GB80ZBEE83494829269153,Transport,420,2022-01-11
OQSQGBEZ,GB59JTIC06440138237523,Shopping,400,2022-01-28
BGJSGBH1,GB42BZLM49544601808251,Shopping,910,2022-01-19
ALNWGBIX,GB42IYIA08303798755570,Entertainment,190,2022-01-4
PXLVGBCN,GB28JLDC04794341674967,Entertainment,710,2022-01-12
LRNWGBD9,GB35KDZD65277048286192,Transport,270,2022-01-19
DPGNGBVM,GB81WYKE79021987774136,Transport,340,2022-01-26
FAXNGBQY,GB75TMGM67024747164055,Transport,510,2022-01-5
ZKCOGB9U,GB03UHJB69311179994352,Shopping,450,2022-01-23
FZYVGBRK,GB42RMEF46156019507525,Supermarket,650,2022-01-28
UQCBGBBP,GB83ITUE66476905946932,Shopping,390,2022-01-11
UGDCGBRR,GB30EHWV55940448552872,Supermarket,240,2022-01-1
VFCHGB0N,GB76YQNN41894904819301,Food,970,2022-01-21
QLFHGBRR,GB25UWSR90507987482408,Shopping,520,2022-01-21
YGOYGBGS,GB07EAZE86744248531964,Entertainment,940,2022-01-21
SRXSGBMI,GB54MJSI72565501227270,Transport,940,2022-01-17
WUYJGB7Q,GB73GIDZ86211033276094,Entertainment,550,2022-01-13
NEZKGB44,GB74IKHL72137211458568,Entertainment,500,2022-01-5
YXWKGBEW,GB05NYXG60221107635922,Shopping,410,2022-01-17
VGBSGBFV,GB91OTHU76766358780967,Supermarket,610,2022-01-21
YLTTGB9E,GB57RYNJ84838290030013,Food,340,2022-01-7
TMPHGB7O,GB17PBAD95762167683000,Transport,440,2022-01-28
EUCSGB43,GB75TSIT55893483890824,Entertainment,460,2022-01-11
KIZAGB87,GB76KSQG73170710513934,Transport,180,2022-01-13
RAXDGB0N,GB66SHOM63592635408499,Food,690,2022-01-16
CJRWGBQP,GB04VVTY52569744568068,Shopping,770,2022-01-22
ESRDGBEQ,GB87OPJE61934099175766,Entertainment,130,2022-01-30
GINBGBPP,GB69SDNF60626660146720,Entertainment,810,2022-01-10
LIQTGB2S,GB06SZSI36995942594298,Entertainment,210,2022-01-17
CCKTGB32,GB92SYDV74562165572658,Entertainment,850,2022-01-18
VFIOGBKH,GB40WUAL93821611848814,Shopping,350,2022-01-14
ADUXGBMF,GB21CMJF24091076822411,Entertainment,430,2022-01-27
VRWZGBN7,GB51SVYX62512044587813,Food,260,2022-01-6
GWWUGBDA,GB12TMJX05731633135017,Food,100,2022-01-18
NVOHGB1D,GB41GMDR53001238686520,Shopping,590,2022-01-19
TQPPGBI6,GB51NTDW08509058653827,Entertainment,770,2022-01-8
AFKQGB4H,GB58QIZV57544389756682,Transport,820,2022-01-6
YFFHGBR6,GB89IAAB13253682261947,Supermarket,340,2022-01-11
JQVCGBA8,GB48FLVG71524266535635,Transport,150,2022-01-23
VXABGBF0,GB88ZDBI28464207061807,Shopping,570,2022-01-27
NCTLGBIA,GB24RBNS68599669379585,Entertainment,320,2022-01-10
IBFCGBVX,GB89IAAB13253682261947,Supermarket,250,2022-01-23
FZHDGBP0,GB44QOFQ36949833540555,Supermarket,140,2022-01-6
SHAWGBCE,GB72UWUW30160143638360,Supermarket,960,2022-01-27
PEQIGB8C,GB32UHII35041945211987,Supermarket,250,2022-01-22
QOALGBAJ,GB07TJIJ21227891635883,Entertainment,180,2022-01-4
NNFEGBRL,GB80DVGC95859797348480,Food,320,2022-01-17
SMOKGBPW,GB50PEHD25236461186968,Entertainment,530,2022-01-6
VYQQGB5T,GB43FBJT81656999233986,Entertainment,870,2022-01-14
QAQBGB7M,GB23MTDX62722246370061,Supermarket,280,2022-01-10
QBVOGBRX,GB85JUCX11279324353312,Transport,470,2022-01-13
MAKDGBOG,GB92KQLK15953271957662,Supermarket,910,2022-01-2
ROUUGBGD,GB02DKCU79156440082731,Supermarket,420,2022-01-29
HAXYGBZ6,GB68LWRY89835627394076,Food,990,2022-01-19
IORVGBKV,GB72NDUZ83522368911728,Supermarket,880,2022-01-16
CXXEGBFS,GB89PMLY29958211565059,Shopping,990,2022-01-25
LESVGB93,GB26EOCD17839974197320,Supermarket,720,2022-01-28
RKTIGBM1,GB86QLTA22080797819972,Food,670,2022-01-1
LRGOGBND,GB15ZMUW89846885143911,Supermarket,770,2022-01-4
JARWGBSW,GB07GZCI31622488135174,Food,820,2022-01-20
SUSCGBUO,GB16CUJW11873986678812,Food,570,2022-01-21
XHAZGBSF,GB84CRVV55377641553703,Food,840,2022-01-22
UVJDGB9P,GB39MULC29253576054910,Shopping,120,2022-01-9
GMPXGBYF,GB09HPJV93244983430852,Food,250,2022-01-19
GMXXGBBA,GB87OPJE61934099175766,Entertainment,210,2022-01-4
SEYSGBBA,GB51FZXL45936150518841,Food,620,2022-01-14
WXVAGB4U,GB35YNTP58634747138216,Food,950,2022-01-14
NYYTGB03,GB98DUJU73466454668230,Entertainment,180,2022-01-15
EMDGGBNP,GB88ZUKL23094533188929,Supermarket,330,2022-01-10
BLUTGBRK,GB42RMEF46156019507525,Supermarket,290,2022-01-17
KISKGBG2,GB78XHDM81341475998674,Supermarket,190,2022-01-25
HFSDGBXI,GB79DYIT07094387020959,Entertainment,320,2022-01-24
LIMXGBAS,GB37FVLS56342955935900,Food,820,2022-01-30
FTBHGB1L,GB86QLTA22080797819972,Entertainment,720,2022-01-21
DSJXGB3E,GB03GZZR61056072367571,Supermarket,350,2022-01-5
DVBUGBIE,GB65OYTQ92950694668009,Shopping,510,2022-01-23
XBSEGB6U,GB66CJNH68867925093335,Transport,570,2022-01-20
EHUXGBXU,GB27DJJB67079465672724,Transport,120,2022-01-26
GEOOGBH6,GB55YBIE33989561731232,Food,120,2022-01-10
MDMZGBR9,GB21OUFF00656567152805,Transport,920,2022-01-7
ICSRGBSA,GB64AHHT70736206271622,Transport,990,2022-01-5
ISTZGB2A,GB39ZEMY01690428519219,Transport,720,2022-01-28
