account_id,name,balance
GB95XZCL97413002017780,Kimberly Stephenson,1200
GB22NSZB63433389014487,Ms. Alexis Patel DDS,5570
GB65RXCX64778371749715,Eric Wright,7470
GB80QUAW13546134029211,Vanessa Pearson,7290
GB93PWES94847560508129,Chelsea Hughes,4310
GB72AFRE40510517801559,David Waters,2760
GB11RSBH98590257754089,Alan Olson DDS,2570
GB55HWUN71297411566493,Sherri Mcguire,3740
GB15YVDD81035696395407,Joshua Thomas,9820
GB44UBJU89138459464432,Stephanie Ortega,4990
GB06UEGN13999904168733,Anthony Williams,9880
GB64FFUV97501401767762,Samuel Downs,9330
GB76EZDQ87281801855809,Richard Knox,6170
GB63OYGZ61910261744958,Betty Hill,7940
GB64UKCA61606747463526,Tracy Reed,7740
GB74HSGS31865843155275,Angela Hayes,6090
GB46ZAOF70831645244426,Patricia Ramos,1140
GB04AVCK60712162194528,Jeffrey Serrano,3650
GB85HGEJ67520213660538,Nicole Camacho,2510
GB51KCDS60144142408106,Joseph Bryant,2470
GB21DIOB94089746703589,Ray Vang,6800
GB35KCIB12394147520023,Christopher Lopez,6360
GB20TWXB02874643585102,Jacob Robbins,6120
GB06ETTA45018687486683,Virginia Huber,1720
GB83WMKE38192303991438,Steven Gutierrez,7130
GB58DQEW16102493301212,Bruce Valenzuela,1100
GB41WYYN37989188084496,Mark Neal,2880
GB34FABG64081656781414,Kirsten Washington,9110
GB55JXJF46439977760158,Casey Munoz,5590
GB12DQSM34694931179414,Kelly Davis,5690
GB09HPJV93244983430852,Frank Elliott,9020
GB44YDIT21548768944841,Nina Reynolds,820
GB20FKCS35351145247698,Michael Oconnell,3310
GB32ZEPT82837560218237,Brooke Johnson,6460
GB28NQWG56695014395218,Megan Murphy,2580
GB38FBJV14324770585173,Roberto Howard,1780
GB83QNWX69466008020336,Jessica Jensen,680
GB61ZOFX15306434788343,Samantha Rivera,2720
GB30NEVF60856809227994,Daniel Barker,9490
GB10OGNR57375590334285,Stephanie Evans,6550
GB72NDUZ83522368911728,Ms. Carla Reese,7760
GB35MORZ06788937312706,Sheri Bradshaw,950
GB24EXYU74962853982918,Robin Jones,5480
GB17HJGA91586651338603,Mr. Jeffrey Miller MD,5600
GB39MULC29253576054910,Regina Frederick,7700
GB92CPDE31055861263299,Leslie Hutchinson,590
GB26QXPD65897257187611,Robin Owens,7330
GB22AGCW52639451137214,Mason Zuniga,9670
GB17MUWD06823795329673,Todd Bryan,9020
GB10BUAV79710292957243,Sheryl Young,4350
GB24PFZW94699323401491,Larry Byrd,9270
GB84QLZR92573888186371,Heather Ramos,2170
GB22YAPH90429946550295,Candice Perez,6440
GB09HTHW11821470125290,Rachael Evans,2220
GB29RGZG68366967107994,Amanda Ruiz,6990
GB74IKHL72137211458568,Kenneth Williamson,6000
GB21DXGV25242934314331,Carlos Lewis,3690
GB12LAAQ25882950534185,Jennifer Norris,2270
GB50UZUX67892087145476,Mr. Eric Young III,6050
GB04LHGH98098119306490,Kevin Allen,9360
GB07EAZE86744248531964,Taylor Charles,8270
GB66FTJV65737797843554,Colton Jones,4860
GB72PNVQ28933774150945,Lisa Grant,3100
GB97BAUS74834169070315,Barbara Johnson,3190
GB48PJXR40637929416504,Brent Huang,1000
GB21OUFF00656567152805,Sandra Andrews,9070
GB11VGUT03218031047887,Michael Marquez,890
GB93TPCF61426972212346,James Harper,8720
GB38WPUR30168342914108,William Hall DDS,1520
GB09FIZV73370033875818,Holly Kim,4150
GB87MMMW81754905855827,Dennis Mitchell,6580
GB19AAOK98934574593366,Christopher Curry,9530
GB22UJCZ80552261075959,Manuel Mcconnell,7170
GB87PQKO10608843005404,Diana Lopez MD,10
GB97KJLX61478881460865,Tiffany Houston,9090
GB73XDQM16342904094055,Richard Russell,3600
GB17RCEJ66157070968253,Jason Gallegos III,6120
GB36ACOG77991187325138,Rebecca Gonzalez,4730
GB54WTPH81438996831663,Eric Mills,3970
GB17FUXX08963834635198,Eric Parker,430
GB32VZWT80984627505078,Samuel Santiago,5130
GB27JZBG63558328549387,Christian Solis,7900
GB81ANAU07068672354865,Jonathan Carpenter,7680
GB46YRWN30706334008005,Christy Hawkins,4550
GB65EVVW92596474340638,Gary Reynolds,7460
GB29LJFU34823373955636,Keith Mendoza,4800
GB10XTQN02411578955729,Timothy Mccormick,5450
GB27LEZS28612696706192,Andrew Andrade,6510
GB74VADB75870363979034,Thomas Brown II,2460
GB71BJZS74099095632294,Bobby Benton,5750
GB88FNTN10835120297429,Keith Warner,660
GB54LSYY27831965248680,Henry Marshall,5660
GB57RUWS02611929138359,Todd Harrison,140
GB53PBOC81191519643550,Carl Hampton,4510
GB73TYBV25616420200896,Mary Knight,6180
GB47UOKX85171264415642,Eduardo Kelly,4320
GB10PTHU82536178959438,Amy Davies,4370
GB39NYPY09129998206648,Courtney Flores,180
GB63ZFQU55633555736116,Gregory Rhodes,1120
GB87GXAG68959813366296,Mark Gonzalez,2250
GB29IDVD53357494050305,Matthew Johnson,8380
GB22QQXI38329855612944,Rebecca Harris,9560
GB81OXLT44142408454317,Jesse Tyler,7050
GB44NZFE45763248083308,Angela Haney,6270
GB21CMJF24091076822411,Johnny Campbell,3520
GB26JGID15398305739023,Tyler Cochran,8890
GB89VWIK11375987183801,Katelyn Martinez,2590
GB92RJTZ04732847949965,Kelly Owens,7650
GB12DHMT04002530918060,April Villanueva,9220
GB76RGOL82015847163070,Jessica Nash,6310
GB28UXYK58029298810980,Casey Thomas,380
GB93XBZK06664385794125,Stephen Ruiz,9250
GB87TUBM85535403233894,Ashley Jackson,250
GB16LZRY99526476526974,Kristen Brown,7920
GB44BUKB34698213116022,Stephanie Osborne,7650
GB37SVON16906096722021,Dennis Haas,3470
GB65OYTQ92950694668009,Kristin Bishop,5670
GB67PPFA88278016744751,Christopher Duncan,4980
GB74SVUR16942021411948,Lorraine Rodriguez,6050
GB81WTTB58002284813095,Jacob Welch,9170
GB73VRFX51691593353324,Arthur Smith,3230
GB64AHHT70736206271622,Lisa Brock,180
GB25KAZW79620810441555,Joseph Ford,4240
GB39MXYI91595817567142,Lisa Garza,360
GB76ZWPJ15305006635628,Janet Price,6880
GB28FVDF08566430066319,Eric Thompson,2580
GB35KDZD65277048286192,Jeremy Durham,8030
GB54ICPW19604621164118,Kevin Haynes,3210
GB45VZRP73535692421354,Joseph Andrews,5710
GB42IYIA08303798755570,Shawn Chapman,3050
GB73ONIJ57682637958845,Felicia Fisher,5350
GB34MOZX24286347906450,Mary Dean,6320
GB37KDUX39605545634324,William Lowe,940
GB02MENM83378169127606,Jeff Rivera,4870
GB26WCRM03410652807176,Robert Allen,4170
GB47KNSZ40306289585310,Justin Duran,8050
GB75MZQP74883436265340,Pamela Cummings,8730
GB60SKAK86985151994623,Rebecca Williams,1770
GB24LLRH28395662726541,Stephen Carney,2700
GB58IUVG42961938729475,Eric Parrish,1440
GB71TWMG56251093659837,Joshua Jackson,9620
GB77XTOZ70489285566706,Anna Robinson,8970
GB63WKJZ06414114588112,Adam Case,5250
GB62AKZS79890204711381,Kimberly Foster,4190
GB45FWGV65137894738248,Ashley Morris,9510
GB02XVVL06075693379088,Daniel Page,5900
GB19OCOU64279643739552,Brian Baker,5760
GB32JRLK95735002924781,Dr. Angela Sherman MD,2630
GB05WQIK47310655373531,James Smith,5520
GB62WCOR33943095231021,Steven Brown,6880
GB18HPFH65167089173783,Nathan Jarvis,1340
GB40LKXJ20966390259652,Amy Lewis,9070
GB30DOCO49283665100456,Melinda Abbott,6020
GB64JQQV32962685404334,James Turner,2430
GB32UHII35041945211987,Lisa Patel,8270
GB79XLFU30913037893352,Alejandro Moss,4070
GB51AVSO68128809609528,Melissa Gonzales,8760
GB14AVEA58767740842992,Mr. Thomas White,3530
GB89GHAO13411361828810,Miguel Romero,3310
GB76PWQN78233500128217,Jacqueline Brown,7700
GB69DORQ53552192806654,Angela Williams,8250
GB94CFEY93303459373321,Daniel Myers,1470
GB76AOXA27293342364460,Timothy Hill,480
GB68LIIY52930084654862,Mrs. Amanda Burgess,8430
GB75TSIT55893483890824,Yolanda Howe,9460
GB18KAPE16458731250443,Michael Barnes,9380
GB85MXOJ14798712728072,Kaitlyn Thompson,5240
GB17ECHM36623671567164,Jessica Bishop,4330
GB23FBPA38577018207813,Felicia Lin,9430
GB63DSUE35762162466000,Jennifer Gutierrez,3760
GB25UWSR90507987482408,Leah Gaines,6930
GB35HZSL61303067504911,Timothy Bennett,2880
GB16RGDB55351496540155,Amber Webb,4110
GB48GCSC54040454250910,Albert Rose,7960
GB82CPND15543817992783,Jonathan Gordon,1630
GB32CNNV77570063160788,Kelsey Castillo,2780
GB56CDOA12649991109578,Michelle Chan,5690
GB24TXGQ71041669639052,Cheryl Lopez,4510
GB78XHDM81341475998674,Matthew Strong,8400
GB49HFZC84036777287660,Ryan Barnett,6680
GB18HBMB88327123761239,Robert Sanders,5340
GB24LSFL19951861310452,Theodore Cunningham,5210
GB51NTDW08509058653827,Rhonda Aguilar,6350
GB46YEIH52446058526254,Rachel Hebert,3180
GB34IFZW44308255922009,Adam Johnson,7690
GB82NSXD57978202257876,Taylor Jackson,6610
GB70NSHL57260051979826,Maria Bradley,8020
GB59JTIC06440138237523,Dr. Matthew King Jr.,4960
GB26MZLC31483084255324,Erin Castro,7290
GB93JLAO18024724983657,Monica Rice,2300
GB77IBJJ45568207410502,Barbara Mcintosh,7190
GB55UIQX83858489560248,Diana Ward,2200
GB48SAKK15954738478009,Derrick Singh,9330
GB42JXJV50704615963226,Heather Jones,7650
GB44MMGW24395200722284,Rachel Mckay,2690
GB67KBEP31293786016751,Carlos Wright,5090
GB06SRNO11365593226679,Brian Clark,2750
GB89QKXG48188212428490,Michelle Alvarez,5330
GB64ZWMZ56487674837828,Kenneth Brown,5120
GB07NECZ29302018802896,Nathan Edwards,1620
GB46LRMU03200145465286,Paul Lee,1020
GB50PSUH48052893405126,Jennifer Hunt,7440
GB19OESN94253466761314,Charles Mendez,3380
GB46CGAM36835153542022,Cindy Graham,2100
GB14YRXV97968543644944,Nicholas Hudson,7660
GB65CTFI09601954239917,Alexandra Brewer,9870
GB05BCUS60391726666835,Colin Johnson,180
GB14UXEG90495022475802,Tanya Yates,1090
GB76LNWF65050491422724,Angela Watson,380
GB42BNSP20715455964668,Michelle Morris,3280
GB19GRYS80880131582273,Kimberly Roberson,9590
GB04VVTY52569744568068,Joseph Williams,7930
GB21QPLK41502749704803,Mike Anderson,2900
GB32AOOD40750569916507,Kathy Davidson,1480
GB80VKLZ75285559131640,Patrick Olson,1830
GB23FBEP93821543148238,Shannon Larsen,510
GB32SINN01144009084783,Emily Mejia,8550
GB87KGRP15311232640028,Megan Mills,420
GB36RDFW11282787155468,Roger Shaw,8880
GB60XOON42625224559435,Christine Page,3430
GB06VQQB22191175704648,Jessica Noble,3250
GB10YTDP38960595654034,Samuel Chase,4780
GB14MZMB95399300661896,Tyler Hernandez,1370
GB18CKDG97043916339745,Alexander Schultz,1600
GB46VJZE55073647656107,Catherine Johnson,2750
GB68GZZF82168851101071,Tiffany Vance,1620
GB85ZEOC87190775483091,Frederick Roberts,9840
GB75EJTF26737075786487,Debra Campbell,2410
GB09JRKV75095898972906,Patrick Johnson,840
GB49UQNU19079040036870,Thomas Smith,3720
GB49XZNJ79365689862987,Christopher Gomez,3540
GB26VXRV03341067529328,Kaylee Hunt,7140
GB68WXBT35963371898863,Joseph Lindsey,9370
GB48XVXG18492862374192,Matthew Lewis,4420
GB88CRKT45160165841511,Robert Davis,2570
GB91OTHU76766358780967,Susan Edwards,2300
GB40MZLH17665129836312,Scott Austin,1980
GB46ZRCT10243685254642,Karen Ward,6800
GB85JUCX11279324353312,Daniel Watson,1810
GB97XPUD33518783392051,Michael Ruiz,4760
GB38KPJK35464578836301,Christina Pacheco,3970
GB76FYFI88788935407449,David Bailey,3780
GB20ZSVZ03296319881300,James Nguyen,710
GB75BYTR72609436741732,Kelly Morrison,3370
GB79DYIT07094387020959,Andrea Hoffman,4630
GB16ISXQ12901097838452,Kevin Rogers,8600
GB31GUNO74007805495237,Brenda Taylor,6080
GB40GICZ58656866987720,Dawn Franklin,3240
GB80RTJE77427785911888,Carlos Bryant,4670
GB52LEQU14118064235869,Samuel Ward,8920
GB24MTDY90574711752559,Ashley Freeman,5600
GB69BBNF29491526380997,Jackie Jackson,6990
GB62TTER34208990590410,Terri Martinez,6710
GB55ZKBT65244976848349,Tom Noble,1390
GB48FFQC85394971492955,Zachary Brown,5110
GB68YNXV97259119311573,Emily Peterson,5580
GB07YICR20200124803120,Wesley Velazquez,3950
GB51SVYX62512044587813,Jacob Garrett,9750
GB20SJQX99637948936660,Kim Wise,2540
GB28HFLY96029203880608,Denise Collins,1290
GB54ANYV34536408021636,Stefanie Miller,2180
GB37BGPW37757080392207,Peter Elliott,9760
GB60TUUV69433177164913,Ryan Estrada,3080
GB97AGAM91746120836715,Sally Woods,3550
GB44OLSL35465484519505,Heather Ryan,5910
GB81UTAC82252107529212,Timothy Clark MD,3140
GB82UEKO51030904719679,Tammy Evans,5180
GB19UHQS54145456932474,Julie Lopez,4480
GB80OQJF89578767083737,Cody Maldonado,6490
GB87OPJE61934099175766,Tina Walker,6080
GB91EXDS42794468379833,Joshua Moore,6370
GB85VGWL19824868006150,Anthony Nelson,9240
GB28KZUY96266697851126,Michael Sanders,220
GB94WRCD24801117862676,Corey Ferrell,8540
GB36XSVE15544626885223,Michael Alexander,5400
GB37EFLC12659621553692,Anthony Rodriguez,8350
GB46YGKV79921929299214,Barry Simon,8090
GB49WFQW02692375290450,Erik Knox,1630
GB33BXXG59027481828386,Michelle Brown,3500
GB76KSQG73170710513934,Debra Torres,5110
GB47ASVW99983109822480,Lisa Massey,5750
GB46PUXY96765483066806,Darryl Mitchell,9340
GB79TMNT41164913461659,Benjamin Lindsey,4920
GB64OYUW54689667669741,Ruth Smith,1600
GB68FVBI37634209429385,Paul Hernandez,6020
GB72NXRT26669850849118,David Wolf,0
GB04BSCC77775833880585,Renee Haley,6340
GB79ZVTT21606033006120,Robert Forbes,7320
GB17PBAD95762167683000,Cory Robbins,3620
GB55FYHV76313765592381,Candace Christian,8980
GB86OTDF53782593805073,Paula Johnson,9100
GB51GFJT74650602376800,Ashley Arias,4750
GB25CKXP52892968652195,Mr. Timothy Johnson,5980
GB02DKCU79156440082731,Tonya Wright,6190
GB42AXQI76370119398893,Courtney Brown,1090
GB44QOFQ36949833540555,Linda Anderson,1750
GB91AIMU17039167711402,Michael Yates,6800
GB32RXUL14022625584935,Erin Ashley,6500
GB50VZTR95474883917177,Randy Scott,5750
GB41QCIJ27055214104324,Brittany Jones,100
GB33NNEM96703004176329,Cynthia Barrett,610
GB08JXXX32895893863628,Lauren Ramsey,4120
GB90IIWM11180479091957,Justin King,650
GB15TSQO63000172124932,Tasha Gomez,6710
GB47TFSN42429084691335,Sandra Young,4560
GB88QVVX57011191855807,Erica Cantrell,6280
GB38JKWA15084089208916,John Taylor,2810
GB38CVTL16446985397705,Dustin Donovan,7940
GB17WTSL84663150913030,Michael Miller DDS,7730
GB87LEQA71579826208453,Robin Clark,5840
GB23YWTH89764529163385,Dr. Rita Lopez,7500
GB90JLHC40816436052249,Barbara Duncan,2670
GB95WBDE36611002714725,Diamond Greene,4820
GB89QUEH74725325757741,Clinton Pacheco,1990
GB12BJSK90449396455956,Jack Jordan,4360
GB77AGUA77032829618428,Ronald Hoffman,9320
GB39LEFT41642027755469,Andrew Bryant,4440
GB61GSQH05301441816211,Susan Lane,5000
GB96SYMO38593337743683,Bryan Stewart,7850
GB35JYOE43232459320499,Brittany Dillon,5230
GB86QLTA22080797819972,Carl Dean,3330
GB75ZIPP05446861082582,Dana Hill,3050
GB24KYWS21564312893421,Kristen Pham,4250
GB71HRJC27844886997114,Christina Russell,3030
GB31IXGR15860825435333,Willie Beltran,4840
GB63GQZQ78376843306668,Kelly Aguirre,5790
GB70NUWR72153622486497,Patrick Warren,3940
GB71QHAU06749879331732,Ashley Blake MD,9650
GB54NCSU75375137293859,Jasmine Ellison,890
GB08GOOR86953512504770,Keith Adams,370
GB89UPBN95113284972530,Cody Jackson,3710
GB52UPDP96919931843847,Mark Cunningham,9930
GB56LXCT46060817641771,Pedro Tran,3360
GB15ZMUW89846885143911,Shawn Brooks,2610
GB61BIFJ68872659458725,Rebekah Palmer,7010
GB07KQKM34998806884702,Brianna Hart,7970
GB45GTMO07288821294985,Helen Bennett,5120
GB88ZUKL23094533188929,Isabella Osborn,5590
GB21BDOF57865193667399,Mitchell Hunt,670
GB35IZMT79544583085321,Tiffany Adams,3080
GB21JOGK81718085828272,Amanda Adams,7780
GB29JCPF02412884752038,Steven Campbell,3180
GB39PMEX21549206057087,Matthew Hawkins,8810
GB59NJBA45955506031173,Gregory Hutchinson,4630
GB93KXDJ64946556591964,Amber Harris,1490
GB54PZOR65854946813843,Richard Austin,7380
GB59GNFB76353079037515,Jasmine Smith,970
GB46KLSC35572980273803,Stephen Mason,6420
GB16TOSB15167157285437,Mr. Phillip Liu,1680
GB46UWOC83067148304047,Michael Solis,560
GB73PVBE29751564187567,Dr. Michelle Harris,8240
GB09FDOL76216149205667,Nicholas Lynch,9810
GB09BOCP18571700938162,Lisa Mack,290
GB92FBYU36769441955441,Eric Huynh,9300
GB54OXIH63622452103972,John Thomas,4070
GB64OUIS69638308845660,James Hines,5990
GB49UORP89566583223215,Patricia Rodriguez,6890
GB35YNTP58634747138216,Christopher Smith,7800
GB19GKNN11241540893244,Stephen Johnson,3510
GB21HDWO44756009294199,Michael Simmons,5130
GB17DDDJ26555216474303,Mason Brown,3710
GB41GMDR53001238686520,Robert Peterson,2330
GB21KVHN43447935903013,Linda Black,3320
GB81PLWH50958619180383,Alexander Sparks,1210
GB83IQME16104246139840,Judith Hill,630
GB22DEWP27154829651245,Adrian Baker,4070
GB84DPQX63272516005232,Krystal Ortiz,740
GB90SZNV70201012143166,Jacqueline Garcia,9230
GB88IPZF65310132481028,Allison Vasquez,3400
GB27OADG28151531029379,Cheryl Sanchez,3850
GB88FTBZ04321245955953,Shelby Giles,6660
GB48OGHT53972802036251,Ellen Cole,2410
GB26NYOJ22833603299839,Sandra Hodge,5940
GB56ZJFS59923213088373,Joseph Thompson,20
GB36TVHI87260349659849,Daniel Alexander,1720
GB45BWIH14417162417981,Robert Fisher,6590
GB52IPCC71739774698003,Oscar Foster,3490
GB25WGOW03541013035630,Michelle Cline,3990
GB32IZPZ80307512808134,Erin Gibson,1050
GB67UDDQ63707360994385,Joseph Stewart,4240
GB09GMFA66633303455430,Kyle Stuart,3350
GB93EHGZ22022075560434,Melody Carter,4120
GB60ZYLM18192086444717,Diamond Johnson,2690
GB04BUPJ09434279755728,George Hendricks,5750
GB36JAIV25204747251853,Jennifer Richardson,3680
GB98CNHV35614928090370,Keith Mcguire,530
GB15NHOZ03465128792104,Robert Whitaker,150
GB68VVRF48250652041869,Ryan Browning,5270
GB44KYYZ47747614101666,Jessica Calhoun,9500
GB08KQKL24864474365354,Suzanne Stafford,3210
GB02FCLT14458224655264,William Brown,3650
GB64XLOO11315904743524,Rita Burgess,100
GB81USQD63271235585826,Pamela Day,7700
GB83SUFF65316849554352,Wesley Ball,40
GB24SAFD86819814634862,Chad Villegas,1380
GB35PJCC74620770333736,Briana Taylor,6040
GB30UCOM04657414029996,Stacey Morgan,1440
GB69SDNF60626660146720,Barbara Smith,5070
GB26LCMD12597544089984,Jeffrey Hobbs,6610
GB34BQSG53667967745540,Adrian Case,2550
GB80DVGC95859797348480,Adrian Jones,8920
GB29VNJI31238581546539,Brenda Rogers,6140
GB39ZEMY01690428519219,Steven Montes,2580
GB88AUGY48817412716089,Timothy Lee,9470
GB91JKRV92258540999725,Stephen Barrett,8030
GB69IDHL21700347221155,Samantha Gonzalez,1670
GB73DBGJ20724397228117,Kim Turner,3510
GB02MIIQ51383276977743,Zachary Evans,1910
GB17OCBR96565288191637,David Arias,760
GB96RPPB39750348389302,Dennis Walker MD,390
GB08AMDU65751912429016,Robert Good,5660
GB19DYBC21144277926820,Kayla Ball,5450
GB74XDYK90369001095465,Kristine Thomas,1010
GB36ORXK76311195147473,Hannah Anderson,5770
GB29DSFW10626297940819,Adam Pugh,3950
GB27WYSL83482859381680,Chloe Fisher,2160
GB17CSVK20043720649311,Michael Martin,6680
GB87GJRK73196476200762,Kristen Pope,7690
GB08PIYZ05726346532463,Stephanie Jordan,3930
GB70QIDI15415161273357,Eric Sanchez,3710
GB79SQQO14044473107837,Lisa Jennings,3460
GB75VQOT41542913019478,Christopher Fisher,2630
GB41BFLC24571832655391,Shelby Jones,1850
GB15UCVP46422423197795,Dana Davis,2420
GB24XQVG81209370255172,Marissa White,1930
GB53QLLD76170060898674,Melissa Wood,3290
GB25VRRN17209122631062,Dwayne Davis,6910
GB47GAJY46629607275532,Joshua Hill,7440
GB47IIVX12265198740258,Mrs. Jodi Hendricks,5780
